Date,Message
2025-11-22 01:00:00+07:00,"4085.76,4087.29,4080.3,4081.4"
2025-11-22 01:15:00+07:00,"4081.35,4084.61,4079.03,4079.75"
2025-11-22 01:30:00+07:00,"4079.81,4082.01,4076.56,4079.43"
2025-11-22 01:45:00+07:00,"4079.42,4088.29,4079.22,4082.87"
2025-11-22 02:00:00+07:00,"4082.85,4086.32,4082.48,4084.63"
2025-11-22 02:15:00+07:00,"4084.6,4092.21,4084.2,4090.37"
2025-11-22 02:30:00+07:00,"4090.38,4091.85,4085.22,4086.06"
2025-11-22 02:45:00+07:00,"4086.07,4089.19,4084.43,4087.83"
2025-11-22 03:00:00+07:00,"4087.81,4088.65,4080.26,4080.78"
2025-11-22 03:15:00+07:00,"4080.76,4083.08,4068.13,4069.32"
2025-11-22 03:30:00+07:00,"4069.31,4069.69,4056.16,4059.3"
2025-11-22 03:45:00+07:00,"4059.27,4069.39,4055.14,4067.09"
2025-11-22 04:00:00+07:00,"4067.11,4068.72,4054.52,4059.41"
2025-11-22 04:15:00+07:00,"4059.4,4063.86,4057.04,4062.08"
2025-11-22 04:30:00+07:00,"4062.02,4066.95,4061.6,4065.25"
2025-11-22 04:45:00+07:00,"4065.25,4067.4,4062.73,4065.51"
2025-11-24 06:00:00+07:00,"4068.91,4077.84,4066.5,4074.43"
2025-11-24 06:15:00+07:00,"4074.41,4077.22,4069.07,4070.68"
2025-11-24 06:30:00+07:00,"4070.66,4072.22,4065.76,4070.14"
2025-11-24 06:45:00+07:00,"4070.13,4076.88,4069.08,4075.33"
2025-11-24 07:00:00+07:00,"4075.32,4076.25,4058.49,4062.18"
2025-11-24 07:15:00+07:00,"4062.31,4064.63,4058.96,4062.88"
2025-11-24 07:30:00+07:00,"4062.86,4066.5,4061.92,4066.1"
2025-11-24 07:45:00+07:00,"4066.11,4068.21,4063.84,4067.2"
2025-11-24 08:00:00+07:00,"4067.16,4073.46,4051.89,4054.87"
2025-11-24 08:15:00+07:00,"4054.85,4056.36,4049.94,4055.57"
2025-11-24 08:30:00+07:00,"4055.62,4056.53,4050.56,4052.41"
2025-11-24 08:45:00+07:00,"4052.49,4054.19,4042.84,4044.16"
2025-11-24 09:00:00+07:00,"4044.11,4048.61,4043.55,4046.51"
2025-11-24 09:15:00+07:00,"4046.5,4048.92,4046.1,4047.97"
2025-11-24 09:30:00+07:00,"4047.98,4051.74,4045.11,4047.76"
